user,item,title,rating
825,931,"Island of Dr. Moreau, The (1996)",3
848,663,Being There (1979),5
523,257,Men in Black (1997),5
711,275,Sense and Sensibility (1995),5
497,111,"Truth About Cats & Dogs, The (1996)",4
905,302,L.A. Confidential (1997),5
784,877,Excess Baggage (1997),4
659,56,Pulp Fiction (1994),5
407,1263,Foxfire (1996),2
828,1068,"Star Maker, The (Uomo delle stelle, L') (1995)",4
398,482,Some Like It Hot (1959),5
796,568,Speed (1994),4
919,1134,Get on the Bus (1996),2
889,642,"Grifters, The (1990)",3
635,331,"Edge, The (1997)",4
795,382,"Adventures of Priscilla, Queen of the Desert, The (1994)",4
896,887,Eve's Bayou (1997),2
6,306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",4
835,650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",5
437,226,Die Hard 2 (1990),1
863,901,Mr. Magoo (1997),1
674,111,"Truth About Cats & Dogs, The (1996)",5
327,393,Mrs. Doubtfire (1993),3
896,575,City Slickers II: The Legend of Curly's Gold (1994),2
437,15,Mr. Holland's Opus (1995),4
622,79,"Fugitive, The (1993)",5
838,172,"Empire Strikes Back, The (1980)",5
867,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
653,132,"Wizard of Oz, The (1939)",3
839,258,Contact (1997),4
863,319,Everyone Says I Love You (1996),2
7,197,"Graduate, The (1967)",4
152,944,Renaissance Man (1994),4
664,31,Crimson Tide (1995),4
612,864,My Fellow Americans (1996),4
887,443,"Birds, The (1963)",4
630,282,"Time to Kill, A (1996)",3
511,1527,Senseless (1998),4
378,164,"Abyss, The (1989)",4
906,473,James and the Giant Peach (1996),4
601,429,"Day the Earth Stood Still, The (1951)",5
488,286,"English Patient, The (1996)",1
515,538,Anastasia (1997),3
843,434,Forbidden Planet (1956),4
622,230,Star Trek IV: The Voyage Home (1986),3
659,294,Liar Liar (1997),4
774,12,"Usual Suspects, The (1995)",3
690,66,While You Were Sleeping (1995),3
854,492,East of Eden (1955),4
932,661,High Noon (1952),5
758,455,Jackie Chan's First Strike (1996),4
394,431,Highlander (1986),5
655,1086,It's My Party (1995),3
880,47,Ed Wood (1994),4
693,218,Cape Fear (1991),4
130,330,187 (1997),4
622,1216,Kissed (1996),4
894,1115,Twelfth Night (1996),4
657,301,In & Out (1997),3
883,740,Jane Eyre (1996),4
115,644,"Thin Blue Line, The (1988)",3
49,147,"Long Kiss Goodnight, The (1996)",1
241,286,"English Patient, The (1996)",5
834,346,Jackie Brown (1997),3
637,147,"Long Kiss Goodnight, The (1996)",1
788,385,True Lies (1994),3
553,609,Father of the Bride (1950),4
848,489,Notorious (1946),5
937,14,"Postino, Il (1994)",4
648,575,City Slickers II: The Legend of Curly's Gold (1994),3
934,674,Cat People (1982),4
160,408,"Close Shave, A (1995)",4
749,540,Money Train (1995),3
425,435,Butch Cassidy and the Sundance Kid (1969),3
815,602,"American in Paris, An (1951)",3
249,427,To Kill a Mockingbird (1962),5
919,531,Shine (1996),3
788,589,"Wild Bunch, The (1969)",5
804,582,"Piano, The (1993)",3
870,315,Apt Pupil (1998),2
774,831,Escape from L.A. (1996),2
308,356,"Client, The (1994)",3
666,1451,Foreign Correspondent (1940),3
624,993,Hercules (1997),4
457,276,Leaving Las Vegas (1995),4
795,1413,Street Fighter (1994),3
506,137,Big Night (1996),2
707,480,North by Northwest (1959),3
886,591,Primal Fear (1996),3
660,259,George of the Jungle (1997),4
868,783,Milk Money (1994),1
21,873,Picture Perfect (1997),2
643,504,Bonnie and Clyde (1967),4
889,631,"Crying Game, The (1992)",3
833,293,Donnie Brasco (1997),4
721,292,Rosewood (1997),3
727,191,Amadeus (1984),4
533,403,Batman (1989),3
932,441,"Amityville Horror, The (1979)",2
878,498,"African Queen, The (1951)",4
880,394,Radioland Murders (1994),3
865,627,Robin Hood: Prince of Thieves (1991),1
296,194,"Sting, The (1973)",5
393,411,"Nutty Professor, The (1996)",2
454,984,Shadow Conspiracy (1997),3
586,576,Cliffhanger (1993),3
729,310,"Rainmaker, The (1997)",3
716,559,Interview with the Vampire (1994),2
192,9,Dead Man Walking (1995),5
880,28,Apollo 13 (1995),5
660,173,"Princess Bride, The (1987)",5
669,511,Lawrence of Arabia (1962),5
447,411,"Nutty Professor, The (1996)",2
524,64,"Shawshank Redemption, The (1994)",2
32,628,Sleepers (1996),4
524,208,Young Frankenstein (1974),5
671,174,Raiders of the Lost Ark (1981),5
451,324,Lost Highway (1997),4
460,304,Fly Away Home (1996),2
724,268,Chasing Amy (1997),4
13,445,"Body Snatcher, The (1945)",4
938,473,James and the Giant Peach (1996),3
897,184,Army of Darkness (1993),4
463,1028,Grumpier Old Men (1995),2
405,512,Wings of Desire (1987),1
754,291,Absolute Power (1997),4
346,1011,2 Days in the Valley (1996),1
711,651,Glory (1989),4
940,358,Spawn (1997),1
889,132,"Wizard of Oz, The (1939)",4
913,498,"African Queen, The (1951)",3
655,686,"Perfect World, A (1993)",2
854,106,Diabolique (1996),3
405,542,Pocahontas (1995),1
916,484,"Maltese Falcon, The (1941)",4
506,586,Terminal Velocity (1994),2
474,1221,When a Man Loves a Woman (1994),4
773,357,One Flew Over the Cuckoo's Nest (1975),4
436,941,With Honors (1994),4
823,56,Pulp Fiction (1994),5
889,471,Courage Under Fire (1996),3
716,162,On Golden Pond (1981),4
537,684,In the Line of Fire (1993),3
690,705,Singin' in the Rain (1952),1
795,559,Interview with the Vampire (1994),2
846,198,Nikita (La Femme Nikita) (1990),5
622,363,Sudden Death (1995),4
561,794,It Could Happen to You (1994),2
222,566,Clear and Present Danger (1994),4
347,696,City Hall (1996),4
840,195,"Terminator, The (1984)",5
932,745,"Ruling Class, The (1972)",5
468,117,"Rock, The (1996)",2
716,58,Quiz Show (1994),5
938,1028,Grumpier Old Men (1995),5
653,175,Brazil (1985),2
919,1,Toy Story (1995),4
533,281,"River Wild, The (1994)",4
588,713,Othello (1995),3
896,895,Scream 2 (1997),2
655,927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",3
835,286,"English Patient, The (1996)",3
279,1039,Hamlet (1996),4
942,1050,"Ghost and Mrs. Muir, The (1947)",5
746,423,E.T. the Extra-Terrestrial (1982),3
94,1010,Basquiat (1996),4
748,114,Wallace & Gromit: The Best of Aardman Animation (1996),4
313,181,Return of the Jedi (1983),4
286,408,"Close Shave, A (1995)",4
536,614,Giant (1956),4
478,64,"Shawshank Redemption, The (1994)",5
325,408,"Close Shave, A (1995)",5
514,195,"Terminator, The (1984)",5
850,196,Dead Poets Society (1989),3
815,222,Star Trek: First Contact (1996),4
655,731,"Corrina, Corrina (1994)",3
163,326,G.I. Jane (1997),3
479,196,Dead Poets Society (1989),4
916,71,"Lion King, The (1994)",3
752,350,Fallen (1998),4
846,1530,Jefferson in Paris (1995),2
699,477,Matilda (1996),3
516,515,"Boot, Das (1981)",4
778,755,Jumanji (1995),2
807,1066,Balto (1995),5
113,300,Air Force One (1997),3
796,82,Jurassic Park (1993),3
498,462,Like Water For Chocolate (Como agua para chocolate) (1992),3
882,756,Father of the Bride Part II (1995),3
880,284,Tin Cup (1996),4
806,187,"Godfather: Part II, The (1974)",5
830,79,"Fugitive, The (1993)",4
943,721,Mallrats (1995),5
843,153,"Fish Called Wanda, A (1988)",3
479,202,Groundhog Day (1993),4
660,1065,Koyaanisqatsi (1983),2
749,184,Army of Darkness (1993),2
881,831,Escape from L.A. (1996),2
834,316,As Good As It Gets (1997),5
274,596,"Hunchback of Notre Dame, The (1996)",3
821,845,That Thing You Do! (1996),5
483,515,"Boot, Das (1981)",4
535,186,"Blues Brothers, The (1980)",4
740,873,Picture Perfect (1997),2
246,56,Pulp Fiction (1994),1
489,880,Soul Food (1997),2
932,1454,Angel and the Badman (1947),4
933,1028,Grumpier Old Men (1995),2
87,715,To Die For (1995),3
941,475,Trainspotting (1996),4
778,69,Forrest Gump (1994),2
693,291,Absolute Power (1997),3
694,194,"Sting, The (1973)",5
618,133,Gone with the Wind (1939),4
851,1276,Sunset Park (1996),2
535,187,"Godfather: Part II, The (1974)",2
186,1385,Roseanna's Grave (For Roseanna) (1997),2
825,249,Austin Powers: International Man of Mystery (1997),3
831,260,Event Horizon (1997),2
257,86,"Remains of the Day, The (1993)",4
480,302,L.A. Confidential (1997),4
698,707,Enchanted April (1991),2
569,288,Scream (1996),3
542,423,E.T. the Extra-Terrestrial (1982),4
6,285,Secrets & Lies (1996),3
526,1007,Waiting for Guffman (1996),3
524,526,Ben-Hur (1959),3
543,188,Full Metal Jacket (1987),4
462,873,Picture Perfect (1997),4
190,237,Jerry Maguire (1996),5
234,631,"Crying Game, The (1992)",3
916,1401,M. Butterfly (1993),3
158,1303,"Getaway, The (1994)",3
846,513,"Third Man, The (1949)",5
551,1220,Higher Learning (1995),5
405,429,"Day the Earth Stood Still, The (1951)",5
911,923,Raise the Red Lantern (1991),4
637,742,Ransom (1996),4
457,528,"Killing Fields, The (1984)",5
568,127,"Godfather, The (1972)",4
116,650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",2
715,173,"Princess Bride, The (1987)",5
804,637,"Howling, The (1981)",3
942,892,Flubber (1997),3
894,316,As Good As It Gets (1997),4
293,88,Sleepless in Seattle (1993),3
621,55,"Professional, The (1994)",5
603,326,G.I. Jane (1997),4
933,559,Interview with the Vampire (1994),2
478,96,Terminator 2: Judgment Day (1991),2
621,40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3
450,571,Another Stakeout (1993),2
336,734,Made in America (1993),1
890,234,Jaws (1975),5
655,722,Nine Months (1995),1
559,1556,Condition Red (1995),3
374,457,Free Willy 3: The Rescue (1997),1
543,265,"Hunt for Red October, The (1990)",4
751,431,Highlander (1986),4
896,73,Maverick (1994),3
846,44,Dolores Claiborne (1994),1
757,562,"Quick and the Dead, The (1995)",3
932,430,Duck Soup (1933),4
815,217,Bram Stoker's Dracula (1992),3
902,497,Bringing Up Baby (1938),5
889,237,Jerry Maguire (1996),4
132,100,Fargo (1996),4
577,559,Interview with the Vampire (1994),3
210,173,"Princess Bride, The (1987)",4
373,684,In the Line of Fire (1993),4
593,742,Ransom (1996),4
676,294,Liar Liar (1997),4
357,748,"Saint, The (1997)",5
870,1090,Sliver (1993),2
758,147,"Long Kiss Goodnight, The (1996)",4
608,163,"Return of the Pink Panther, The (1974)",1
406,657,"Manchurian Candidate, The (1962)",5
898,358,Spawn (1997),4
334,527,Gandhi (1982),3
544,304,Fly Away Home (1996),3
768,15,Mr. Holland's Opus (1995),2
411,603,Rear Window (1954),5
893,820,Space Jam (1996),3
504,612,Lost Horizon (1937),4
863,1680,Sliding Doors (1998),2
794,14,"Postino, Il (1994)",5
145,338,Bean (1997),3
847,426,"Transformers: The Movie, The (1986)",2
498,64,"Shawshank Redemption, The (1994)",4
870,469,Short Cuts (1993),4
943,421,William Shakespeare's Romeo and Juliet (1996),2
380,79,"Fugitive, The (1993)",4
727,1165,Big Bully (1996),2
505,173,"Princess Bride, The (1987)",3
699,596,"Hunchback of Notre Dame, The (1996)",3
749,111,"Truth About Cats & Dogs, The (1996)",3
843,627,Robin Hood: Prince of Thieves (1991),2
49,577,Coneheads (1993),1
664,356,"Client, The (1994)",3
919,21,Muppet Treasure Island (1996),2
886,1065,Koyaanisqatsi (1983),4
659,64,"Shawshank Redemption, The (1994)",4
814,234,Jaws (1975),3
705,862,Jingle All the Way (1996),1
859,257,Men in Black (1997),2
793,235,Mars Attacks! (1996),3
826,22,Braveheart (1995),5
790,944,Renaissance Man (1994),1
653,628,Sleepers (1996),4
828,24,Rumble in the Bronx (1995),4
815,671,Bride of Frankenstein (1935),4
486,269,"Full Monty, The (1997)",4
486,883,Telling Lies in America (1997),3
392,837,Meet John Doe (1941),5
833,106,Diabolique (1996),2
654,845,That Thing You Do! (1996),4
264,275,Sense and Sensibility (1995),5
533,483,Casablanca (1942),4
840,419,Mary Poppins (1964),5
104,678,Volcano (1997),2
776,440,Amityville II: The Possession (1982),2
498,7,Twelve Monkeys (1995),3
897,423,E.T. the Extra-Terrestrial (1982),5
535,211,M*A*S*H (1970),4
939,1051,"Associate, The (1996)",5
815,402,Ghost (1990),5
807,222,Star Trek: First Contact (1996),4
682,318,Schindler's List (1993),4
917,278,Bed of Roses (1996),3
842,1395,Hurricane Streets (1998),4
246,735,Philadelphia (1993),4
887,470,Tombstone (1993),3
407,151,Willy Wonka and the Chocolate Factory (1971),4
785,318,Schindler's List (1993),4
844,568,Speed (1994),4
454,498,"African Queen, The (1951)",3
18,174,Raiders of the Lost Ark (1981),4
872,313,Titanic (1997),5
889,268,Chasing Amy (1997),4
715,122,"Cable Guy, The (1996)",4
872,928,"Craft, The (1996)",2
881,392,"Man Without a Face, The (1993)",5
890,50,Star Wars (1977),5
236,333,"Game, The (1997)",3
846,693,Casino (1995),5
804,292,Rosewood (1997),2
846,265,"Hunt for Red October, The (1990)",5
551,326,G.I. Jane (1997),4
632,877,Excess Baggage (1997),1
838,70,Four Weddings and a Funeral (1994),4
883,11,Seven (Se7en) (1995),2
883,603,Rear Window (1954),4
115,185,Psycho (1960),5
863,334,U Turn (1997),5
936,129,Bound (1996),4
875,55,"Professional, The (1994)",3
13,549,Rob Roy (1995),4
437,23,Taxi Driver (1976),4
749,586,Terminal Velocity (1994),4
747,504,Bonnie and Clyde (1967),5
880,685,Executive Decision (1996),4
896,430,Duck Soup (1933),3
885,582,"Piano, The (1993)",2
846,772,Kids (1995),4
181,1366,JLG/JLG - autoportrait de décembre (1994),1
796,257,Men in Black (1997),5
454,275,Sense and Sensibility (1995),2
861,1009,Stealing Beauty (1996),5
774,8,Babe (1995),1
664,642,"Grifters, The (1990)",4
374,806,Menace II Society (1993),3
942,97,Dances with Wolves (1990),5
896,1471,Hideaway (1995),1
336,210,Indiana Jones and the Last Crusade (1989),5
747,732,Dave (1993),3
328,299,Hoodlum (1997),2
5,383,"Flintstones, The (1994)",3
758,568,Speed (1994),4
540,270,Gattaca (1997),4
294,515,"Boot, Das (1981)",5
494,300,Air Force One (1997),5
840,154,Monty Python's Life of Brian (1979),3
886,1019,"Die xue shuang xiong (Killer, The) (1989)",4
728,319,Everyone Says I Love You (1996),3
129,310,"Rainmaker, The (1997)",2
464,510,"Magnificent Seven, The (1954)",4
900,483,Casablanca (1942),4
733,1338,Two Deaths (1995),4
541,99,Snow White and the Seven Dwarfs (1937),4
733,591,Primal Fear (1996),3
452,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3
619,233,Under Siege (1992),4
889,282,"Time to Kill, A (1996)",4
878,191,Amadeus (1984),4
633,50,Star Wars (1977),4
533,192,Raging Bull (1980),3
752,900,Kundun (1997),4
497,128,Supercop (1992),4
805,393,Mrs. Doubtfire (1993),3
880,240,Beavis and Butt-head Do America (1996),4
495,378,Miracle on 34th Street (1994),5
727,410,Kingpin (1996),2
363,385,True Lies (1994),4
881,233,Under Siege (1992),3
847,220,"Mirror Has Two Faces, The (1996)",4
727,1025,Fire Down Below (1997),2
823,187,"Godfather: Part II, The (1974)",5
937,93,Welcome to the Dollhouse (1995),4
532,447,Carrie (1976),4
585,1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),4
779,235,Mars Attacks! (1996),4
878,650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",2
763,59,Three Colors: Red (1994),5
347,421,William Shakespeare's Romeo and Juliet (1996),2
660,172,"Empire Strikes Back, The (1980)",4
403,1,Toy Story (1995),4
771,588,Beauty and the Beast (1991),5
681,289,Evita (1996),5
501,829,Fled (1996),3
393,507,"Streetcar Named Desire, A (1951)",2
391,301,In & Out (1997),4
566,496,It's a Wonderful Life (1946),5
615,699,Little Women (1994),3
768,475,Trainspotting (1996),2
86,326,G.I. Jane (1997),3
625,385,True Lies (1994),4
663,628,Sleepers (1996),4
932,736,Shadowlands (1993),3
643,515,"Boot, Das (1981)",4
327,749,"MatchMaker, The (1997)",3
115,192,Raging Bull (1980),5
586,735,Philadelphia (1993),3
805,436,"American Werewolf in London, An (1981)",3
718,597,Eraser (1996),5
663,147,"Long Kiss Goodnight, The (1996)",3
721,331,"Edge, The (1997)",3
823,654,Chinatown (1974),5
650,450,Star Trek V: The Final Frontier (1989),1
776,431,Highlander (1986),4
226,12,"Usual Suspects, The (1995)",5
773,168,Monty Python and the Holy Grail (1974),5
927,866,Michael (1996),4
843,657,"Manchurian Candidate, The (1962)",3
495,1188,Young Guns II (1990),5
430,523,Cool Hand Luke (1967),4
707,425,Bob Roberts (1992),5
896,484,"Maltese Falcon, The (1941)",4
727,739,Pretty Woman (1990),4
671,570,Wyatt Earp (1994),3
648,384,Naked Gun 33 1/3: The Final Insult (1994),4
629,86,"Remains of the Day, The (1993)",5
552,126,"Spitfire Grill, The (1996)",4
524,310,"Rainmaker, The (1997)",4
711,662,Somewhere in Time (1980),3
385,30,Belle de jour (1967),5
892,117,"Rock, The (1996)",4
826,1228,Under Siege 2: Dark Territory (1995),3
595,460,"Crossing Guard, The (1995)",4
653,15,Mr. Holland's Opus (1995),3
880,82,Jurassic Park (1993),3
686,2,GoldenEye (1995),3
744,481,"Apartment, The (1960)",3
321,705,Singin' in the Rain (1952),3
726,763,Happy Gilmore (1996),2
688,1127,"Truman Show, The (1998)",5
506,443,"Birds, The (1963)",4
864,290,Fierce Creatures (1997),3
873,286,"English Patient, The (1996)",2
868,1509,Getting Even with Dad (1994),1
425,64,"Shawshank Redemption, The (1994)",4
655,794,It Could Happen to You (1994),1
759,471,Courage Under Fire (1996),4
102,879,"Peacemaker, The (1997)",3
65,237,Jerry Maguire (1996),4
416,869,Fools Rush In (1997),3
772,752,"Replacement Killers, The (1998)",3
782,325,Crash (1996),2
531,329,Desperate Measures (1998),5
154,641,Paths of Glory (1957),5
280,9,Dead Man Walking (1995),5
158,195,"Terminator, The (1984)",5
474,259,George of the Jungle (1997),1
821,237,Jerry Maguire (1996),5
851,64,"Shawshank Redemption, The (1994)",5
268,388,Beverly Hills Cop III (1994),1
880,249,Austin Powers: International Man of Mystery (1997),4
343,531,Shine (1996),5
378,470,Tombstone (1993),3
299,855,Diva (1981),4
796,1297,Love Affair (1994),2
667,660,Fried Green Tomatoes (1991),4
676,892,Flubber (1997),4
437,156,Reservoir Dogs (1992),2
903,528,"Killing Fields, The (1984)",4
405,1552,"Hunted, The (1995)",1
528,204,Back to the Future (1985),5
721,359,"Assignment, The (1997)",3
633,237,Jerry Maguire (1996),4
606,451,Grease (1978),3
406,100,Fargo (1996),4
933,218,Cape Fear (1991),3
273,307,"Devil's Advocate, The (1997)",2
318,735,Philadelphia (1993),5
60,603,Rear Window (1954),5
729,338,Bean (1997),1
741,682,I Know What You Did Last Summer (1997),3
645,1159,Stalker (1979),4
864,561,Mary Shelley's Frankenstein (1994),4
189,179,"Clockwork Orange, A (1971)",5
621,721,Mallrats (1995),4
873,289,Evita (1996),2
678,100,Fargo (1996),5
113,333,"Game, The (1997)",4
533,580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3
833,89,Blade Runner (1982),5
233,304,Fly Away Home (1996),5
442,172,"Empire Strikes Back, The (1980)",5
687,294,Liar Liar (1997),3
660,800,In the Mouth of Madness (1995),2
568,427,To Kill a Mockingbird (1962),4
708,15,Mr. Holland's Opus (1995),3
707,111,"Truth About Cats & Dogs, The (1996)",4
286,3,Four Rooms (1995),2
95,238,Raising Arizona (1987),5
868,579,Fatal Instinct (1993),1
770,333,"Game, The (1997)",5
422,295,Breakdown (1997),3
880,456,Beverly Hills Ninja (1997),3
611,342,"Man Who Knew Too Little, The (1997)",3
877,727,Immortal Beloved (1994),4
682,716,Home for the Holidays (1995),2
622,257,Men in Black (1997),3
185,480,North by Northwest (1959),4
709,144,Die Hard (1988),3
468,531,Shine (1996),4
733,277,Restoration (1995),1
889,357,One Flew Over the Cuckoo's Nest (1975),4
843,258,Contact (1997),4
921,929,Harriet the Spy (1996),1
943,161,Top Gun (1986),4
445,994,"Last Time I Committed Suicide, The (1997)",1
222,628,Sleepers (1996),5
731,484,"Maltese Falcon, The (1941)",3
262,216,When Harry Met Sally... (1989),3
592,47,Ed Wood (1994),5
276,97,Dances with Wolves (1990),3
653,693,Casino (1995),1
661,1,Toy Story (1995),5
865,546,Broken Arrow (1996),1
840,50,Star Wars (1977),4
943,720,First Knight (1995),1
478,762,Beautiful Girls (1996),4
654,25,"Birdcage, The (1996)",1
788,586,Terminal Velocity (1994),2
807,172,"Empire Strikes Back, The (1980)",5
84,756,Father of the Bride Part II (1995),3
869,515,"Boot, Das (1981)",5
790,161,Top Gun (1986),4
381,196,Dead Poets Society (1989),5
772,748,"Saint, The (1997)",3
311,227,Star Trek VI: The Undiscovered Country (1991),4
650,355,Sphere (1998),2
716,260,Event Horizon (1997),1
870,340,Boogie Nights (1997),3
501,696,City Hall (1996),4
836,322,Murder at 1600 (1997),2
109,358,Spawn (1997),2
453,257,Men in Black (1997),3
878,19,Antonia's Line (1995),4
13,811,Thirty-Two Short Films About Glenn Gould (1993),5
763,212,"Unbearable Lightness of Being, The (1988)",4
867,56,Pulp Fiction (1994),5
614,293,Donnie Brasco (1997),3
883,276,Leaving Las Vegas (1995),5
684,393,Mrs. Doubtfire (1993),4
537,276,Leaving Las Vegas (1995),4
324,273,Heat (1995),5
872,278,Bed of Roses (1996),3
870,65,What's Eating Gilbert Grape (1993),3
943,23,Taxi Driver (1976),4
361,47,Ed Wood (1994),4
870,333,"Game, The (1997)",3
889,85,"Ref, The (1994)",3
463,275,Sense and Sensibility (1995),5
868,636,Escape from New York (1981),3
7,144,Die Hard (1988),5
887,562,"Quick and the Dead, The (1995)",5
536,694,Persuasion (1995),5
836,327,Cop Land (1997),3
666,81,"Hudsucker Proxy, The (1994)",4
873,313,Titanic (1997),5
943,928,"Craft, The (1996)",5
896,836,Ninotchka (1939),3
871,937,"Thousand Acres, A (1997)",3
577,234,Jaws (1975),3
476,430,Duck Soup (1933),4
234,93,Welcome to the Dollhouse (1995),3
796,144,Die Hard (1988),5
110,29,Batman Forever (1995),3
871,195,"Terminator, The (1984)",5
817,329,Desperate Measures (1998),4
699,7,Twelve Monkeys (1995),2
269,1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",4
845,1238,Full Speed (1996),2
929,480,North by Northwest (1959),3
920,292,Rosewood (1997),3
508,527,Gandhi (1982),5
868,239,Sneakers (1992),3
359,50,Star Wars (1977),5
687,323,Dante's Peak (1997),2
383,166,Manon of the Spring (Manon des sources) (1986),4
500,168,Monty Python and the Holy Grail (1974),4
308,172,"Empire Strikes Back, The (1980)",4
881,56,Pulp Fiction (1994),1
934,83,Much Ado About Nothing (1993),4
833,291,Absolute Power (1997),3
357,283,Emma (1996),5
694,141,"20,000 Leagues Under the Sea (1954)",5
815,529,My Life as a Dog (Mitt liv som hund) (1985),5
796,447,Carrie (1976),3
653,125,Phenomenon (1996),2
659,610,Gigi (1958),3
917,535,Addicted to Love (1997),4
174,284,Tin Cup (1996),4
751,196,Dead Poets Society (1989),4
773,737,Sirens (1994),3
145,77,"Firm, The (1993)",3
198,204,Back to the Future (1985),3
854,302,L.A. Confidential (1997),3
878,462,Like Water For Chocolate (Como agua para chocolate) (1992),4
916,239,Sneakers (1992),3
838,210,Indiana Jones and the Last Crusade (1989),4
805,708,"Sex, Lies, and Videotape (1989)",3
623,603,Rear Window (1954),4
505,207,Cyrano de Bergerac (1990),3
854,203,Unforgiven (1992),4
773,170,Cinema Paradiso (1988),5
716,636,Escape from New York (1981),2
795,169,"Wrong Trousers, The (1993)",5
642,584,"Secret Garden, The (1993)",4
774,91,"Nightmare Before Christmas, The (1993)",1
889,718,In the Bleak Midwinter (1995),4
882,423,E.T. the Extra-Terrestrial (1982),5
308,1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",3
585,640,"Cook the Thief His Wife & Her Lover, The (1989)",2
297,208,Young Frankenstein (1974),4
590,1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",4
15,938,"Smile Like Yours, A (1997)",3
279,375,Showgirls (1995),1
299,747,Benny & Joon (1993),4
398,427,To Kill a Mockingbird (1962),4
659,476,"First Wives Club, The (1996)",3
716,200,"Shining, The (1980)",4
934,526,Ben-Hur (1959),2
864,423,E.T. the Extra-Terrestrial (1982),5
882,11,Seven (Se7en) (1995),4
873,321,Mother (1996),1
707,641,Paths of Glory (1957),1
353,898,"Postman, The (1997)",2
833,508,"People vs. Larry Flynt, The (1996)",5
393,689,"Jackal, The (1997)",3
703,323,Dante's Peak (1997),2
521,273,Heat (1995),3
864,663,Being There (1979),4
795,151,Willy Wonka and the Chocolate Factory (1971),3
897,416,Old Yeller (1957),5
829,294,Liar Liar (1997),2
780,520,"Great Escape, The (1963)",4
280,245,"Devil's Own, The (1997)",3
677,294,Liar Liar (1997),5
773,89,Blade Runner (1982),4
568,604,It Happened One Night (1934),4
862,423,E.T. the Extra-Terrestrial (1982),4
814,441,"Amityville Horror, The (1979)",2
766,523,Cool Hand Luke (1967),3
385,1535,"Enfer, L' (1994)",4
807,826,"Phantom, The (1996)",3
794,116,Cold Comfort Farm (1995),5
488,79,"Fugitive, The (1993)",4
805,204,Back to the Future (1985),2
716,209,This Is Spinal Tap (1984),3
43,1055,"Simple Twist of Fate, A (1994)",2
450,1297,Love Affair (1994),4
643,174,Raiders of the Lost Ark (1981),4
788,720,First Knight (1995),3
869,253,"Pillow Book, The (1995)",4
504,121,Independence Day (ID4) (1996),4
829,259,George of the Jungle (1997),2
680,14,"Postino, Il (1994)",5
887,288,Scream (1996),4
62,673,Cape Fear (1962),2
666,97,Dances with Wolves (1990),4
24,223,Sling Blade (1996),5
880,619,Extreme Measures (1996),4
437,961,Orlando (1993),5
752,331,"Edge, The (1997)",4
757,204,Back to the Future (1985),4
660,281,"River Wild, The (1994)",3
301,24,Rumble in the Bronx (1995),4
85,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),5
880,246,Chasing Amy (1997),5
847,174,Raiders of the Lost Ark (1981),4
648,743,"Crow: City of Angels, The (1996)",1
846,514,Annie Hall (1977),3
456,367,Clueless (1995),3
696,286,"English Patient, The (1996)",5
854,124,Lone Star (1996),5
831,905,Great Expectations (1998),4
846,441,"Amityville Horror, The (1979)",4
864,237,Jerry Maguire (1996),4
907,647,Ran (1985),3
763,83,Much Ado About Nothing (1993),3
804,94,Home Alone (1990),4
671,546,Broken Arrow (1996),5
380,179,"Clockwork Orange, A (1971)",3
918,417,"Parent Trap, The (1961)",2
828,70,Four Weddings and a Funeral (1994),3
892,625,"Sword in the Stone, The (1963)",3
345,12,"Usual Suspects, The (1995)",5
776,91,"Nightmare Before Christmas, The (1993)",4
712,238,Raising Arizona (1987),3
786,546,Broken Arrow (1996),4
746,385,True Lies (1994),5
825,982,Maximum Risk (1996),5
916,1220,Higher Learning (1995),3
96,514,Annie Hall (1977),4
606,81,"Hudsucker Proxy, The (1994)",3
497,416,Old Yeller (1957),2
897,99,Snow White and the Seven Dwarfs (1937),5
328,275,Sense and Sensibility (1995),4
792,840,Last Man Standing (1996),2
72,271,Starship Troopers (1997),1
878,482,Some Like It Hot (1959),4
426,484,"Maltese Falcon, The (1941)",5
707,483,Casablanca (1942),5
592,893,For Richer or Poorer (1997),1
58,491,"Adventures of Robin Hood, The (1938)",4
870,354,"Wedding Singer, The (1998)",4
865,148,"Ghost and the Darkness, The (1996)",3
741,209,This Is Spinal Tap (1984),3
878,9,Dead Man Walking (1995),4
393,384,Naked Gun 33 1/3: The Final Insult (1994),3
643,161,Top Gun (1986),3
537,89,Blade Runner (1982),4
889,544,Things to Do in Denver when You're Dead (1995),3
884,323,Dante's Peak (1997),2
216,65,What's Eating Gilbert Grape (1993),4
